,Date,Product Code,Number of Edges(Plant),Number of Edges(Storage),Number of Nodes,Production,Delivery to Distributer,Factory Issue,Sales Order
0,01/01/2023 0:00,ATN01K24P,75,219,716,3500,470.0,2600.0,5184.0
1,02/01/2023 0:00,ATN01K24P,75,219,716,4000,4269.0,3140.0,4345.0
2,03/01/2023 0:00,ATN01K24P,75,219,716,0,4086.333,3875.0,5891.333
3,04/01/2023 0:00,ATN01K24P,75,219,716,3000,5124.333,4318.0,4698.958
4,05/01/2023 0:00,ATN01K24P,75,219,716,5000,3566.958,3869.0,3552.0
5,06/01/2023 0:00,ATN01K24P,75,219,716,5,2012.0,4322.0,0.0
6,07/01/2023 0:00,ATN01K24P,75,219,716,3000,2064.0,995.0,324.0
7,08/01/2023 0:00,ATN01K24P,75,219,716,3000,1508.0,1460.0,9714.0
8,09/01/2023 0:00,ATN01K24P,75,219,716,6000,7875.0,5775.0,6696.0
9,10/01/2023 0:00,ATN01K24P,75,219,716,5050,5823.0,5990.0,7413.0
10,11/01/2023 0:00,ATN01K24P,75,219,716,5500,6757.0,6280.0,4371.0
11,12/01/2023 0:00,ATN01K24P,75,219,716,5500,4685.0,6243.0,6371.0
12,13/01/2023 0:00,ATN01K24P,75,219,716,5500,3114.0,4210.0,0.0
13,14/01/2023 0:00,ATN01K24P,75,219,716,5000,3596.0,2745.0,456.875
14,15/01/2023 0:00,ATN01K24P,75,219,716,4000,2749.0,2165.0,7164.167
15,16/01/2023 0:00,ATN01K24P,75,219,716,2500,5748.167,4784.0,4531.0
16,17/01/2023 0:00,ATN01K24P,75,219,716,2000,5458.875,3969.0,3231.042
17,18/01/2023 0:00,ATN01K24P,75,219,716,4000,3887.042,3905.0,4901.0
18,19/01/2023 0:00,ATN01K24P,75,219,716,5000,3563.0,4640.0,5147.0
19,20/01/2023 0:00,ATN01K24P,75,219,716,5000,1778.0,2878.0,0.0
20,21/01/2023 0:00,ATN01K24P,75,219,716,3000,3815.0,3685.0,229.0
21,22/01/2023 0:00,ATN01K24P,75,219,716,2500,1555.0,1790.0,6093.167
22,23/01/2023 0:00,ATN01K24P,75,219,716,2500,3407.667,1580.0,3118.0
23,24/01/2023 0:00,ATN01K24P,75,219,716,2000,3326.0,3642.0,2373.0
24,25/01/2023 0:00,ATN01K24P,75,219,716,4000,3299.0,4950.0,3316.0
25,26/01/2023 0:00,ATN01K24P,75,219,716,0,2726.0,1555.0,3754.0
26,27/01/2023 0:00,ATN01K24P,75,219,716,2500,2047.0,1767.0,0.0
27,28/01/2023 0:00,ATN01K24P,75,219,716,2400,2278.0,2616.0,257.0
28,29/01/2023 0:00,ATN01K24P,75,219,716,3000,1177.0,715.0,5019.0
29,30/01/2023 0:00,ATN01K24P,75,219,716,3000,4516.0,3840.0,3899.0
30,31/01/2023 0:00,ATN01K24P,75,219,716,3000,5276.417,4620.0,3735.25
31,01/02/2023 0:00,ATN01K24P,75,219,716,3000,2606.0,3813.0,2695.13
32,02/02/2023 0:00,ATN01K24P,75,219,716,6000,2467.0,2125.0,3132.625
33,03/02/2023 0:00,ATN01K24P,75,219,716,4500,1738.0,2759.0,0.0
34,04/02/2023 0:00,ATN01K24P,75,219,716,500,1227.13,1738.0,979.0
35,05/02/2023 0:00,ATN01K24P,75,219,716,500,1866.625,840.0,4924.0
36,06/02/2023 0:00,ATN01K24P,75,219,716,1000,3691.0,3225.0,2517.0
37,07/02/2023 0:00,ATN01K24P,75,219,716,4000,2876.0,2305.0,2105.327
38,08/02/2023 0:00,ATN01K24P,75,219,716,4000,2176.16,3670.0,2104.333
39,09/02/2023 0:00,ATN01K24P,75,219,716,3000,2525.0,1940.0,4361.0
40,10/02/2023 0:00,ATN01K24P,75,219,716,2000,2054.0,5085.0,0.0
41,11/02/2023 0:00,ATN01K24P,75,219,716,1000,1861.333,528.0,111.0
42,12/02/2023 0:00,ATN01K24P,75,219,716,500,753.0,760.0,5303.0
43,13/02/2023 0:00,ATN01K24P,75,219,716,1000,3220.0,2970.0,4717.833
44,14/02/2023 0:00,ATN01K24P,75,219,716,5000,4263.0,3601.0,9012.0
45,15/02/2023 0:00,ATN01K24P,75,219,716,5000,7148.167,4648.0,3454.875
46,16/02/2023 0:00,ATN01K24P,75,219,716,6000,3431.333,5860.0,2680.25
47,17/02/2023 0:00,ATN01K24P,75,219,716,6000,1263.0,4150.0,0.0
48,18/02/2023 0:00,ATN01K24P,75,219,716,3000,2075.125,1615.0,1091.166
49,19/02/2023 0:00,ATN01K24P,75,219,716,3000,1906.998,665.0,6197.215
50,20/02/2023 0:00,ATN01K24P,75,219,716,3000,6233.484,4107.0,10050.80867
51,21/02/2023 0:00,ATN01K24P,75,219,716,0,6211.324,3770.435,0.0
52,22/02/2023 0:00,ATN01K24P,75,219,716,6000,3672.534333,3151.227,4787.878
53,23/02/2023 0:00,ATN01K24P,75,219,716,5000,3592.1145,5241.0,3466.625
54,24/02/2023 0:00,ATN01K24P,75,219,716,5000,3186.5,5179.0,0.0
55,25/02/2023 0:00,ATN01K24P,75,219,716,3000,2771.130667,3610.0,71.45833333
56,26/02/2023 0:00,ATN01K24P,75,219,716,4000,2048.899167,1640.0,4608.833333
57,27/02/2023 0:00,ATN01K24P,75,219,716,3000,3934.980667,3646.0,5739.541667
58,28/02/2023 0:00,ATN01K24P,75,219,716,0,6719.124667,6618.0,4198.708
59,01/03/2023 0:00,ATN01K24P,75,219,716,2000,2909.0,6632.166,3664.001667
60,02/03/2023 0:00,ATN01K24P,75,219,716,2000,3759.793,3335.0,3826.0
61,03/03/2023 0:00,ATN01K24P,75,219,716,5000,1104.0,3705.0,0.0
62,04/03/2023 0:00,ATN01K24P,75,219,716,1759,2499.0,398.0,145.5
63,05/03/2023 0:00,ATN01K24P,75,219,716,0,1282.5,100.0,3384.333
64,06/03/2023 0:00,ATN01K24P,75,219,716,0,3360.333,1578.0,5002.0
65,07/03/2023 0:00,ATN01K24P,75,219,716,2500,3491.0,2155.0,2406.0
66,08/03/2023 0:00,ATN01K24P,75,219,716,0,1688.0,2784.0,20.0
67,09/03/2023 0:00,ATN01K24P,75,219,716,3000,1723.0,1000.0,3861.0
68,10/03/2023 0:00,ATN01K24P,75,219,716,2500,1984.0,1278.958,0.0
69,11/03/2023 0:00,ATN01K24P,75,219,716,1000,1658.0,930.0,498.167
70,12/03/2023 0:00,ATN01K24P,75,219,716,1000,1530.667,1094.0,3098.0
71,13/03/2023 0:00,ATN01K24P,75,219,716,1060,2035.167,1546.0,2082.0
72,14/03/2023 0:00,ATN01K24P,75,219,716,2000,1587.0,1690.0,2081.0
73,15/03/2023 0:00,ATN01K24P,75,219,716,2100,2015.0,3084.0,1760.0
74,16/03/2023 0:00,ATN01K24P,75,219,716,2000,1740.0,1835.0,2064.749
75,17/03/2023 0:00,ATN01K24P,75,219,716,2500,1058.749,751.0,0.0
