,Date,Product Code,Number of Edges(Plant),Number of Edges(Storage),Number of Nodes,Production,Delivery to Distributer,Factory Issue,Sales Order
0,01/01/2023 0:00,POP005L04P,37,64,42,0,10.00098901,0.0,83
1,02/01/2023 0:00,POP005L04P,37,64,42,150,7.0,25.0,70
2,03/01/2023 0:00,POP005L04P,37,64,42,0,35.0,36.0,25
3,04/01/2023 0:00,POP005L04P,37,64,42,0,73.0,105.0,30
4,05/01/2023 0:00,POP005L04P,37,64,42,100,5.0,30.0,49
5,06/01/2023 0:00,POP005L04P,37,64,42,0,25.0,30.0,0
6,07/01/2023 0:00,POP005L04P,37,64,42,0,43.0,0.0,0
7,08/01/2023 0:00,POP005L04P,37,64,42,100,25.0,29.0,35
8,09/01/2023 0:00,POP005L04P,37,64,42,0,0.0,0.0,90
9,10/01/2023 0:00,POP005L04P,37,64,42,0,30.0,25.0,41
10,11/01/2023 0:00,POP005L04P,37,64,42,100,21.0,70.0,15
11,12/01/2023 0:00,POP005L04P,37,64,42,0,34.0,93.0,67
12,13/01/2023 0:00,POP005L04P,37,64,42,0,35.0,0.0,0
13,14/01/2023 0:00,POP005L04P,37,64,42,100,15.0,20.0,0
14,15/01/2023 0:00,POP005L04P,37,64,42,0,111.999011,44.0,81
15,16/01/2023 0:00,POP005L04P,37,64,42,0,40.0,50.0,26
16,17/01/2023 0:00,POP005L04P,37,64,42,100,32.0,14.0,115
17,18/01/2023 0:00,POP005L04P,37,64,42,150,10.0,30.0,76
18,19/01/2023 0:00,POP005L04P,37,64,42,0,69.0,130.0,54
19,20/01/2023 0:00,POP005L04P,37,64,42,100,0.0,20.0,0
20,21/01/2023 0:00,POP005L04P,37,64,42,0,105.0,74.0,0
21,22/01/2023 0:00,POP005L04P,37,64,42,0,81.0,50.0,190
22,23/01/2023 0:00,POP005L04P,37,64,42,0,131.0,52.0,75
23,24/01/2023 0:00,POP005L04P,37,64,42,200,8.0,60.0,50
24,25/01/2023 0:00,POP005L04P,37,64,42,300,15.0,120.0,15
25,26/01/2023 0:00,POP005L04P,37,64,42,0,170.0,103.0,125
26,27/01/2023 0:00,POP005L04P,37,64,42,0,0.0,0.0,0
27,28/01/2023 0:00,POP005L04P,37,64,42,0,124.0,113.0,0
28,29/01/2023 0:00,POP005L04P,37,64,42,0,28.0,10.0,55
29,30/01/2023 0:00,POP005L04P,37,64,42,100,19.0,45.0,28
30,31/01/2023 0:00,POP005L04P,37,64,42,100,22.0,0.0,15
31,01/02/2023 0:00,POP005L04P,37,64,42,0,53.0,10.0,105
32,02/02/2023 0:00,POP005L04P,37,64,42,0,29.0,239.999,500
33,03/02/2023 0:00,POP005L04P,37,64,42,0,20.0,30.0,0
34,04/02/2023 0:00,POP005L04P,37,64,42,0,70.0,80.0,0
35,05/02/2023 0:00,POP005L04P,37,64,42,506,40.0,95.0,195
36,06/02/2023 0:00,POP005L04P,37,64,42,104,2.0,0.0,165
37,07/02/2023 0:00,POP005L04P,37,64,42,100,190.0,375.0,57
38,08/02/2023 0:00,POP005L04P,37,64,42,402,333.0,334.0,62
39,09/02/2023 0:00,POP005L04P,37,64,42,0,112.0,20.0,30
40,10/02/2023 0:00,POP005L04P,37,64,42,0,26.0,150.0,0
41,11/02/2023 0:00,POP005L04P,37,64,42,0,80.0,10.0,0
42,12/02/2023 0:00,POP005L04P,37,64,42,0,94.0,32.0,40
43,13/02/2023 0:00,POP005L04P,37,64,42,0,67.0,12.0,250
44,14/02/2023 0:00,POP005L04P,37,64,42,0,51.0,10.0,102
45,15/02/2023 0:00,POP005L04P,37,64,42,802,20.0,10.0,33
46,16/02/2023 0:00,POP005L04P,37,64,42,0,126.0,177.0,115
47,17/02/2023 0:00,POP005L04P,37,64,42,0,115.0,105.0,0
48,18/02/2023 0:00,POP005L04P,37,64,42,0,121.0,96.0,2
49,19/02/2023 0:00,POP005L04P,37,64,42,0,24.0,94.0,55
50,20/02/2023 0:00,POP005L04P,37,64,42,0,92.0,115.0,40
51,21/02/2023 0:00,POP005L04P,37,64,42,0,33.0,5.0,0
52,22/02/2023 0:00,POP005L04P,37,64,42,0,50.0,20.0,56
53,23/02/2023 0:00,POP005L04P,37,64,42,0,39.0,20.0,91
54,24/02/2023 0:00,POP005L04P,37,64,42,0,47.0,0.0,0
55,25/02/2023 0:00,POP005L04P,37,64,42,0,23.0,29.0,0
56,26/02/2023 0:00,POP005L04P,37,64,42,0,75.0,105.0,102
57,27/02/2023 0:00,POP005L04P,37,64,42,0,10.0,100.0,50
58,28/02/2023 0:00,POP005L04P,37,64,42,0,115.0,60.0,23
59,01/03/2023 0:00,POP005L04P,37,64,42,200,52.0,23.0,190
60,02/03/2023 0:00,POP005L04P,37,64,42,200,32.0,88.0,207
61,03/03/2023 0:00,POP005L04P,37,64,42,0,65.0,85.0,0
62,04/03/2023 0:00,POP005L04P,37,64,42,200,75.0,17.0,0
63,05/03/2023 0:00,POP005L04P,37,64,42,100,26.0,165.0,188
64,06/03/2023 0:00,POP005L04P,37,64,42,0,145.0,20.0,239
65,07/03/2023 0:00,POP005L04P,37,64,42,105,57.0,217.0,182
66,08/03/2023 0:00,POP005L04P,37,64,42,0,226.0,123.0,0
67,09/03/2023 0:00,POP005L04P,37,64,42,401,111.0,97.0,215
68,10/03/2023 0:00,POP005L04P,37,64,42,0,20.0,155.0,0
69,11/03/2023 0:00,POP005L04P,37,64,42,0,157.0,55.0,53
70,12/03/2023 0:00,POP005L04P,37,64,42,300,95.0,140.0,160
71,13/03/2023 0:00,POP005L04P,37,64,42,0,165.0,150.0,151
72,14/03/2023 0:00,POP005L04P,37,64,42,300,161.0,165.0,100
73,15/03/2023 0:00,POP005L04P,37,64,42,201,46.0,20.0,81
74,16/03/2023 0:00,POP005L04P,37,64,42,205,167.0,280.0,420
75,17/03/2023 0:00,POP005L04P,37,64,42,0,210.0,300.0,0
76,18/03/2023 0:00,POP005L04P,37,64,42,0,214.0,35.0,0
77,19/03/2023 0:00,POP005L04P,37,64,42,0,61.0,88.0,262
78,20/03/2023 0:00,POP005L04P,37,64,42,300,155.0,88.0,402
79,21/03/2023 0:00,POP005L04P,37,64,42,300,233.0,230.0,150
80,22/03/2023 0:00,POP005L04P,37,64,42,500,233.0,330.0,100
81,23/03/2023 0:00,POP005L04P,37,64,42,220,145.0,139.0,40
82,24/03/2023 0:00,POP005L04P,37,64,42,0,35.0,50.0,0
83,25/03/2023 0:00,POP005L04P,37,64,42,0,159.0,30.0,259
84,26/03/2023 0:00,POP005L04P,37,64,42,0,195.0,180.0,0
85,27/03/2023 0:00,POP005L04P,37,64,42,0,59.0,185.0,140
86,28/03/2023 0:00,POP005L04P,37,64,42,500,117.0,150.0,402
87,29/03/2023 0:00,POP005L04P,37,64,42,306,188.0,110.0,55
88,30/03/2023 0:00,POP005L04P,37,64,42,0,183.0,310.0,50
89,31/03/2023 0:00,POP005L04P,37,64,42,0,186.0,52.0,0
90,01/04/2023 0:00,POP005L04P,37,64,42,0,40.0,30.0,3
91,02/04/2023 0:00,POP005L04P,37,64,42,0,95.0,20.0,180
92,03/04/2023 0:00,POP005L04P,37,64,42,300,30.0,33.0,155
93,04/04/2023 0:00,POP005L04P,37,64,42,301,121.0,160.0,121
94,05/04/2023 0:00,POP005L04P,37,64,42,0,106.0,360.0,108
95,06/04/2023 0:00,POP005L04P,37,64,42,201,187.0,250.0,162
96,07/04/2023 0:00,POP005L04P,37,64,42,0,72.0,60.0,0
97,08/04/2023 0:00,POP005L04P,37,64,42,302,105.0,186.0,25
98,09/04/2023 0:00,POP005L04P,37,64,42,0,178.0,88.0,391
99,10/04/2023 0:00,POP005L04P,37,64,42,0,201.0,70.0,55
100,11/04/2023 0:00,POP005L04P,37,64,42,300,60.0,93.0,102
101,12/04/2023 0:00,POP005L04P,37,64,42,200,96.0,100.0,90
102,13/04/2023 0:00,POP005L04P,37,64,42,0,109.0,130.0,305
103,14/04/2023 0:00,POP005L04P,37,64,42,0,84.0,30.0,0
104,15/04/2023 0:00,POP005L04P,37,64,42,200,40.0,285.0,0
105,16/04/2023 0:00,POP005L04P,37,64,42,0,257.0,100.0,105
106,17/04/2023 0:00,POP005L04P,37,64,42,0,87.0,60.0,46
107,18/04/2023 0:00,POP005L04P,37,64,42,206,90.0,65.0,15
108,19/04/2023 0:00,POP005L04P,37,64,42,0,29.0,30.0,0
109,20/04/2023 0:00,POP005L04P,37,64,42,0,26.0,5.0,0
110,21/04/2023 0:00,POP005L04P,37,64,42,0,0.0,0.0,0
111,22/04/2023 0:00,POP005L04P,37,64,42,0,0.0,0.0,0
112,23/04/2023 0:00,POP005L04P,37,64,42,0,0.0,0.0,0
113,24/04/2023 0:00,POP005L04P,37,64,42,0,0.0,0.0,0
114,25/04/2023 0:00,POP005L04P,37,64,42,0,69.0,0.0,135
115,26/04/2023 0:00,POP005L04P,37,64,42,0,82.0,100.0,155
116,27/04/2023 0:00,POP005L04P,37,64,42,0,28.0,0.0,57
117,28/04/2023 0:00,POP005L04P,37,64,42,0,0.0,0.0,0
118,29/04/2023 0:00,POP005L04P,37,64,42,0,35.0,0.0,0
119,30/04/2023 0:00,POP005L04P,37,64,42,1,26.0,86.0,75
120,01/05/2023 0:00,POP005L04P,37,64,42,0,70.0,0.0,0
121,02/05/2023 0:00,POP005L04P,37,64,42,0,34.0,0.0,5
122,03/05/2023 0:00,POP005L04P,37,64,42,0,26.0,0.0,0
123,04/05/2023 0:00,POP005L04P,37,64,42,0,0.0,0.0,120
124,05/05/2023 0:00,POP005L04P,37,64,42,0,0.0,0.0,0
125,06/05/2023 0:00,POP005L04P,37,64,42,0,5.0,0.0,57
126,07/05/2023 0:00,POP005L04P,37,64,42,502,5.0,5.0,177
127,08/05/2023 0:00,POP005L04P,37,64,42,300,63.0,46.0,241
128,09/05/2023 0:00,POP005L04P,37,64,42,200,50.0,71.0,24
129,10/05/2023 0:00,POP005L04P,37,64,42,101,124.0,235.0,95
130,11/05/2023 0:00,POP005L04P,37,64,42,0,130.0,425.0,109
131,12/05/2023 0:00,POP005L04P,37,64,42,0,30.0,150.0,0
132,13/05/2023 0:00,POP005L04P,37,64,42,0,136.0,160.0,3
133,14/05/2023 0:00,POP005L04P,37,64,42,0,139.0,0.0,149
134,15/05/2023 0:00,POP005L04P,37,64,42,200,115.0,29.0,150
135,16/05/2023 0:00,POP005L04P,37,64,42,200,114.0,60.0,70
136,17/05/2023 0:00,POP005L04P,37,64,42,0,115.0,285.0,35
