,Date,Product Code,Number of Edges(Plant),Number of Edges(Storage),Number of Nodes,Production,Delivery to Distributer,Factory Issue,Sales Order
0,01/01/2023 0:00,POV002L09P,61,103,153,0,84.0,200.0,573
1,02/01/2023 0:00,POV002L09P,61,103,153,305,345.0,318.0,380
2,03/01/2023 0:00,POV002L09P,61,103,153,1,342.0,401.0,275
3,04/01/2023 0:00,POV002L09P,61,103,153,707,193.0,51.0,438
4,05/01/2023 0:00,POV002L09P,61,103,153,404,340.0,470.0,374
5,06/01/2023 0:00,POV002L09P,61,103,153,0,330.0,235.0,0
6,07/01/2023 0:00,POV002L09P,61,103,153,398,179.0,314.0,170
7,08/01/2023 0:00,POV002L09P,61,103,153,0,150.0,438.0,390
8,09/01/2023 0:00,POV002L09P,61,103,153,0,245.0,0.0,360
9,10/01/2023 0:00,POV002L09P,61,103,153,0,305.0,0.0,95
10,11/01/2023 0:00,POV002L09P,61,103,153,0,47.0,0.0,241
11,12/01/2023 0:00,POV002L09P,61,103,153,0,0.0,0.0,313
12,13/01/2023 0:00,POV002L09P,61,103,153,1504,225.0,235.0,0
13,14/01/2023 0:00,POV002L09P,61,103,153,0,17.0,30.0,10
14,15/01/2023 0:00,POV002L09P,61,103,153,0,170.0,860.0,581
15,16/01/2023 0:00,POV002L09P,61,103,153,212,634.0,520.0,200
16,17/01/2023 0:00,POV002L09P,61,103,153,1009,336.0,245.0,230
17,18/01/2023 0:00,POV002L09P,61,103,153,512,335.0,155.0,185
18,19/01/2023 0:00,POV002L09P,61,103,153,0,220.0,375.0,524
19,20/01/2023 0:00,POV002L09P,61,103,153,0,603.0,610.0,0
20,21/01/2023 0:00,POV002L09P,61,103,153,0,257.0,200.0,10
21,22/01/2023 0:00,POV002L09P,61,103,153,2,51.0,10.0,648
22,23/01/2023 0:00,POV002L09P,61,103,153,116,260.0,116.0,269
23,24/01/2023 0:00,POV002L09P,61,103,153,1004,343.0,340.0,15
24,25/01/2023 0:00,POV002L09P,61,103,153,0,284.0,350.0,290
25,26/01/2023 0:00,POV002L09P,61,103,153,203,233.0,350.0,499
26,27/01/2023 0:00,POV002L09P,61,103,153,0,81.0,65.0,0
27,28/01/2023 0:00,POV002L09P,61,103,153,604,279.0,159.0,20
28,29/01/2023 0:00,POV002L09P,61,103,153,0,115.0,84.0,632
29,30/01/2023 0:00,POV002L09P,61,103,153,508,239.0,261.0,509
30,31/01/2023 0:00,POV002L09P,61,103,153,509,800.0,650.0,393
31,01/02/2023 0:00,POV002L09P,61,103,153,0,383.0,300.0,1509
32,02/02/2023 0:00,POV002L09P,61,103,153,500,306.0,292.0,736
33,03/02/2023 0:00,POV002L09P,61,103,153,1502,269.0,266.0,0
